Türü;Net Metrekare;Brüt Metrekare;Oda Sayısı;Binanın Yaşı;Binanın Kat Sayısı;Isıtma Tipi;Kullanım Durumu;Site İçerisinde;Banyo Sayısı;Fiyat;İl;İlçe;Mahalle
Konut;80 m²;85 m²;2+1;5-10;3;Kombi Doğalgaz;Boş;Hayır;1;4.250.000;İstanbul;Zeytinburnu;Beştelsiz Mahallesi
Konut;110 m²;115 m²;2+1;11-15;4;Kombi Doğalgaz;Boş;Hayır;1;4.500.000;İstanbul;Zeytinburnu;Çırpıcı Mahallesi
Konut;80 m²;85 m²;2+1;21 Ve Üzeri;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;2.850.000;İstanbul;Beyoğlu;Hacıahmet Mahallesi
Konut;60 m²;68 m²;1+1;5-10;17;Merkezi (Pay Ölçer);Kiracı Oturuyor;Evet;1;4.500.000;İstanbul;Küçükçekmece;Atakent Mahallesi
Konut;65 m²;75 m²;2+1;0 (Yeni);15;Merkezi (Pay Ölçer);Boş;Evet;1;3.950.000;İstanbul;Başakşehir;Güvercintepe Mahallesi
Konut;160 m²;190 m²;3+2;5-10;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;3;5.450.000;İstanbul;Arnavutköy;Arnavutköy Merkez Mahallesi
Konut;150 m²;200 m²;4+1;16-20;4;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;2;7.100.000;İstanbul;Ümraniye;Çakmak Mahallesi
Konut;105 m²;110 m²;2+1;21 Ve Üzeri;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.795.000;İstanbul;Sultangazi;Uğur Mumcu Mahallesi
Konut;90 m²;100 m²;2+1;5-10;1;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.445.000;İstanbul;Sultangazi;İsmetpaşa Mahallesi
Konut;60 m²;70 m²;2+1;21 Ve Üzeri;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;1.180.000;İstanbul;Bahçelievler;Çobançeşme Mahallesi
Konut;115 m²;131 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;3.485.000;İstanbul;Arnavutköy;Mehmet Akif Ersoy Mahallesi
Konut;70 m²;80 m²;2+1;5-10;5;Kombi Doğalgaz;Boş;Hayır;1;2.300.000;İstanbul;Avcılar;Ambarlı Mahallesi
Konut;95 m²;105 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;4.290.000;İstanbul;Avcılar;Merkez Mahallesi
Konut;100 m²;120 m²;3+1;21 Ve Üzeri;3;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;9.750.000;İstanbul;Bakırköy;Şenlikköy Mahallesi
Konut;180 m²;200 m²;4+2;5-10;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;5.795.000;İstanbul;Sultangazi;Yunus Emre Mahallesi
Konut;75 m²;90 m²;2+1;4;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.330.000;İstanbul;Sultanbeyli;Fatih Mahallesi
Konut;70 m²;75 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;6.200.000;İstanbul;Üsküdar;Mimar Sinan Mahallesi
Konut;50 m²;60 m²;1+1;5-10;5;Merkezi (Pay Ölçer);Kiracı Oturuyor;Evet;1;5.000.000;İstanbul;Şişli;Feriköy Mahallesi
Konut;80 m²;85 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;3.850.000;İstanbul;Sancaktepe;Atatürk Mahallesi
Konut;110 m²;150 m²;3+1;0 (Yeni);6;Kombi Doğalgaz;Boş;Hayır;2;23.500.000;İstanbul;Kadıköy;Caddebostan Mahallesi
Konut;75 m²;95 m²;2+1;5-10;7;Kombi Doğalgaz;Boş;Hayır;1;12.950.000;İstanbul;Kadıköy;Caddebostan Mahallesi
Konut;50 m²;65 m²;1+1;21 Ve Üzeri;9;Kombi Doğalgaz;Kiracı Oturuyor;Evet;1;3.300.000;İstanbul;Ataşehir;İçerenköy Mahallesi
Konut;90 m²;110 m²;2+1;21 Ve Üzeri;6;Doğalgaz Sobalı;Mülk Sahibi Oturuyor;Hayır;1;2.700.000;İstanbul;Bahçelievler;Şirinevler Mahallesi
Konut;70 m²;80 m²;1+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;6.700.000;İstanbul;Üsküdar;Mimar Sinan Mahallesi
Konut;70 m²;90 m²;2+1;2;5;Kombi Doğalgaz;Boş;Evet;1;11.800.000;İstanbul;Bakırköy;Zuhuratbaba Mahallesi
Konut;90 m²;100 m²;2+1;16-20;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;3.150.000;İstanbul;Sultangazi;Yunus Emre Mahallesi
Konut;200 m²;240 m²;5+1;1;13;Kombi Doğalgaz;Boş;Hayır;3;15.950.000;İstanbul;Kartal;Yakacık Çarşı Mahallesi
Konut;90 m²;100 m²;2+1;11-15;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.650.000;İstanbul;Sultangazi;Zübeyde Hanım Mahallesi
Konut;118 m²;140 m²;4+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;2;6.750.000;İstanbul;Tuzla;Yayla Mahallesi
Konut;105 m²;110 m²;3+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;2;7.945.000;İstanbul;Üsküdar;Bahçelievler Mahallesi
Konut;135 m²;150 m²;3+2;0 (Yeni);5;Merkezi (Pay Ölçer);Boş;Hayır;2;5.995.000;İstanbul;Maltepe;Girne Mahallesi
Konut;110 m²;120 m²;3+1;21 Ve Üzeri;7;Kombi Doğalgaz;Boş;Hayır;1;1.630.000;İstanbul;Küçükçekmece;Mehmet Akif Mahallesi
Konut;100 m²;120 m²;3+1;21 Ve Üzeri;3;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;9.750.000;İstanbul;Bakırköy;Şenlikköy Mahallesi
Konut;180 m²;200 m²;4+2;5-10;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;5.795.000;İstanbul;Sultangazi;Yunus Emre Mahallesi
Konut;75 m²;90 m²;2+1;4;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.330.000;İstanbul;Sultanbeyli;Fatih Mahallesi
Konut;70 m²;75 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;6.200.000;İstanbul;Üsküdar;Mimar Sinan Mahallesi
Konut;50 m²;60 m²;1+1;5-10;5;Merkezi (Pay Ölçer);Kiracı Oturuyor;Evet;1;5.000.000;İstanbul;Şişli;Feriköy Mahallesi
Konut;80 m²;85 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;3.850.000;İstanbul;Sancaktepe;Atatürk Mahallesi
Konut;110 m²;150 m²;3+1;0 (Yeni);6;Kombi Doğalgaz;Boş;Hayır;2;23.500.000;İstanbul;Kadıköy;Caddebostan Mahallesi
Konut;75 m²;95 m²;2+1;5-10;7;Kombi Doğalgaz;Boş;Hayır;1;12.950.000;İstanbul;Kadıköy;Caddebostan Mahallesi
Konut;50 m²;65 m²;1+1;21 Ve Üzeri;9;Kombi Doğalgaz;Kiracı Oturuyor;Evet;1;3.300.000;İstanbul;Ataşehir;İçerenköy Mahallesi
Konut;90 m²;110 m²;2+1;21 Ve Üzeri;6;Doğalgaz Sobalı;Mülk Sahibi Oturuyor;Hayır;1;2.700.000;İstanbul;Bahçelievler;Şirinevler Mahallesi
Konut;70 m²;80 m²;1+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;6.700.000;İstanbul;Üsküdar;Mimar Sinan Mahallesi
Konut;70 m²;90 m²;2+1;2;5;Kombi Doğalgaz;Boş;Evet;1;11.800.000;İstanbul;Bakırköy;Zuhuratbaba Mahallesi
Konut;90 m²;100 m²;2+1;16-20;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;3.150.000;İstanbul;Sultangazi;Yunus Emre Mahallesi
Konut;200 m²;240 m²;5+1;1;13;Kombi Doğalgaz;Boş;Hayır;3;15.950.000;İstanbul;Kartal;Yakacık Çarşı Mahallesi
Konut;90 m²;100 m²;2+1;11-15;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.650.000;İstanbul;Sultangazi;Zübeyde Hanım Mahallesi
Konut;118 m²;140 m²;4+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;2;6.750.000;İstanbul;Tuzla;Yayla Mahallesi
Konut;105 m²;110 m²;3+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;2;7.945.000;İstanbul;Üsküdar;Bahçelievler Mahallesi
Konut;135 m²;150 m²;3+2;0 (Yeni);5;Merkezi (Pay Ölçer);Boş;Hayır;2;5.995.000;İstanbul;Maltepe;Girne Mahallesi
Konut;110 m²;120 m²;3+1;21 Ve Üzeri;7;Kombi Doğalgaz;Boş;Hayır;1;1.630.000;İstanbul;Küçükçekmece;Mehmet Akif Mahallesi
Konut;130 m²;150 m²;3+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;2;25.400.000;İstanbul;Bakırköy;Yeşilköy Mahallesi
Konut;165 m²;200 m²;4+2;0 (Yeni);3;Kombi Doğalgaz;Boş;Hayır;2;4.950.000;İstanbul;Küçükçekmece;Kanarya Mahallesi
Konut;90 m²;100 m²;2+1;21 Ve Üzeri;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;880.000;İstanbul;Avcılar;Merkez Mahallesi
Konut;185 m²;200 m²;4+2;2;4;Kombi Doğalgaz;Boş;Hayır;2;8.150.000;İstanbul;Avcılar;Denizköşkler Mahallesi
Konut;65 m²;75 m²;2+1;21 Ve Üzeri;3;Kombi Doğalgaz;Boş;Hayır;1;1.175.000;İstanbul;Avcılar;Gümüşpala Mahallesi
Konut;110 m²;120 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;5.750.000;İstanbul;Sultangazi;Cebeci Mahallesi
Konut;120 m²;130 m²;3+1;5-10;5;Kombi Doğalgaz;Boş;Hayır;1;5.499.000;İstanbul;Sultangazi;Cebeci Mahallesi
Konut;55 m²;65 m²;1+1;4;7;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;2.650.000;İstanbul;Çekmeköy;Çatalmeşe Mahallesi
Konut;101 m²;120 m²;3+1;0 (Yeni);4;Merkezi (Pay Ölçer);Boş;Evet;2;6.450.000;İstanbul;Başakşehir;Bahçeşehir 2. Kısım Mahallesi
Konut;200 m²;250 m²;5+2;5-10;5;Kombi Doğalgaz;Boş;Hayır;3;13.500.000;İstanbul;Maltepe;Feyzullah Mahallesi
Konut;110 m²;135 m²;3+1;21 Ve Üzeri;3;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;6.000.000;İstanbul;Maltepe;Feyzullah Mahallesi
Konut;160 m²;200 m²;4+2;1;5;Kombi Doğalgaz;Boş;Hayır;2;7.300.000;İstanbul;Çekmeköy;Sultançiftliği Mahallesi
Konut;110 m²;125 m²;3+1;21 Ve Üzeri;4;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;4.900.000;İstanbul;Üsküdar;Mimar Sinan Mahallesi
Konut;80 m²;93 m²;2+1;0 (Yeni);8;Merkezi (Pay Ölçer);Boş;Evet;2;5.000.000;İstanbul;Esenler;Oruçreis Mahallesi
Konut;115 m²;145 m²;3+1;21 Ve Üzeri;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;3.000.000;İstanbul;Pendik;Dumlupınar Mahallesi
Konut;70 m²;75 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;2;3.600.000;İstanbul;Büyükçekmece;Pınartepe Mahallesi
Konut;75 m²;80 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;2;4.400.000;İstanbul;Büyükçekmece;Pınartepe Mahallesi
Konut;75 m²;80 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;2;4.200.000;İstanbul;Büyükçekmece;Pınartepe Mahallesi
Konut;95 m²;110 m²;3+1;5-10;9;Kombi Doğalgaz;Boş;Hayır;1;15.450.000;İstanbul;Kadıköy;Erenköy Mahallesi
Konut;60 m²;83 m²;1+1;4;27;Merkezi (Pay Ölçer);Kiracı Oturuyor;Evet;1;2.180.000;İstanbul;Esenyurt;Akevler Mahallesi
Konut;95 m²;100 m²;2+1;0 (Yeni);5;Yerden Isıtma;Boş;Hayır;1;4.850.000;İstanbul;Sultangazi;Uğur Mumcu Mahallesi
Konut;145 m²;168 m²;3+1;11-15;4;Merkezi (Pay Ölçer);Boş;Evet;2;12.650.000;İstanbul;Bahçelievler;Yenibosna Merkez Mahallesi
Konut;68 m²;73 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;4.500.000;İstanbul;Eyüpsultan;Güzeltepe Mahallesi
Konut;85 m²;100 m²;2+1;2;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;5.000.000;İstanbul;Beyoğlu;Hacıahmet Mahallesi
Konut;120 m²;130 m²;3+1;0 (Yeni);12;Kombi Doğalgaz;Boş;Evet;1;2.199.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;120 m²;130 m²;3+1;0 (Yeni);6;Kombi Doğalgaz;Boş;Hayır;1;2.165.000;İstanbul;Beylikdüzü;Yakuplu Mahallesi
Konut;100 m²;110 m²;2+1;21 Ve Üzeri;8;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;2.880.000;İstanbul;Bağcılar;Göztepe Mahallesi
Konut;87 m²;110 m²;2+1;16-20;5;Kombi Doğalgaz;Boş;Hayır;1;3.600.000;İstanbul;Pendik;Çınardere Mahallesi
Konut;80 m²;90 m²;2+1;21 Ve Üzeri;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;2.950.000;İstanbul;Fatih;Karagümrük Mahallesi
Konut;95 m²;100 m²;2+1;4;6;Kombi Doğalgaz;Boş;Hayır;2;3.450.000;İstanbul;Beylikdüzü;Gürpınar Mahallesi
Konut;210 m²;265 m²;4+1;11-15;7;Kombi Doğalgaz;Boş;Hayır;3;26.500.000;İstanbul;Kadıköy;Bostancı Mahallesi
Konut;90 m²;130 m²;3+1;1;7;Kombi Doğalgaz;Boş;Hayır;2;26.950.000;İstanbul;Kadıköy;Caddebostan Mahallesi
Konut;95 m²;125 m²;3+1;5-10;12;Kombi Doğalgaz;Boş;Hayır;2;22.950.000;İstanbul;Kadıköy;Suadiye Mahallesi
Konut;70 m²;75 m²;1+1;21 Ve Üzeri;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;1.800.000;İstanbul;Fatih;Yavuz Sultan Selim Mahallesi
Konut;73 m²;80 m²;2+1;21 Ve Üzeri;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;2.250.000;İstanbul;Güngören;Haznedar Mahallesi
Konut;105 m²;120 m²;2+1;11-15;5;Kombi Doğalgaz;Boş;Hayır;1;2.650.000;İstanbul;Pendik;Yayalar Mahallesi
Konut;125 m²;145 m²;3+1;0 (Yeni);6;Kombi Doğalgaz;Boş;Evet;2;4.500.000;İstanbul;Silivri;Yeni Mahallesi
Konut;158 m²;242 m²;4+1;0 (Yeni);13;Merkezi (Pay Ölçer);Boş;Evet;3;30.000.000;İstanbul;Bahçelievler;Bahçelievler Mahallesi
Konut;65 m²;75 m²;2+1;2;4;Merkezi (Pay Ölçer);Boş;Hayır;2;3.750.000;İstanbul;Küçükçekmece;Halkalı Merkez Mahallesi
Konut;90 m²;100 m²;2+1;3;4;Merkezi (Pay Ölçer);Boş;Hayır;1;5.250.000;İstanbul;Küçükçekmece;İstasyon Mahallesi
Konut;130 m²;140 m²;3+1;11-15;2;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;4.250.000;İstanbul;Küçükçekmece;Kartaltepe Mahallesi
Konut;90 m²;120 m²;3+1;0 (Yeni);7;Kombi Doğalgaz;Boş;Hayır;2;26.950.000;İstanbul;Kadıköy;Caddebostan Mahallesi
Konut;83 m²;95 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;4.700.000;İstanbul;Ümraniye;Esenkent Mahallesi
Konut;90 m²;100 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;3.600.000;İstanbul;Küçükçekmece;Sultan Murat Mahallesi
Konut;185 m²;200 m²;5+2;16-20;5;Kombi Doğalgaz;Boş;Hayır;2;9.200.000;İstanbul;Üsküdar;Valide-i Atik Mahallesi
Konut;115 m²;130 m²;3+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;2;5.690.000;İstanbul;Çekmeköy;Merkez Mahallesi
Konut;105 m²;120 m²;3+1;11-15;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;2;7.000.000;İstanbul;Bahçelievler;Şirinevler Mahallesi
Konut;140 m²;160 m²;4+2;11-15;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;2;8.000.000;İstanbul;Bahçelievler;Şirinevler Mahallesi
Konut;85 m²;90 m²;2+1;11-15;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.150.000;İstanbul;Küçükçekmece;Atatürk Mahallesi
Konut;70 m²;90 m²;3+1;5-10;9;Kombi Doğalgaz;Boş;Hayır;1;12.250.000;İstanbul;Kadıköy;Feneryolu Mahallesi
Konut;240 m²;340 m²;4+1;5-10;30;VRV;Boş;Hayır;3;96.000.000;İstanbul;Kadıköy;Göztepe Mahallesi
Konut;90 m²;120 m²;3+1;5-10;9;Kombi Doğalgaz;Boş;Hayır;1;12.500.000;İstanbul;Kadıköy;Erenköy Mahallesi
Konut;95 m²;120 m²;3+1;3;11;Kombi Doğalgaz;Kiracı Oturuyor;Evet;1;7.200.000;İstanbul;Pendik;Doğu Mahallesi
Konut;110 m²;120 m²;2+1;5-10;6;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;2.960.000;İstanbul;Esenyurt;İnönü Mahallesi
Konut;60 m²;71 m²;1+1;5-10;30;Merkezi (Pay Ölçer);Boş;Evet;1;6.500.000;İstanbul;Ataşehir;Küçükbakkalköy Mahallesi
Konut;80 m²;90 m²;2+1;0 (Yeni);3;Yerden Isıtma;Boş;Hayır;1;4.700.000;İstanbul;Gaziosmanpaşa;Şemsipaşa Mahallesi
Konut;210 m²;250 m²;4+1;16-20;4;Merkezi (Pay Ölçer);Boş;Evet;3;20.750.000;İstanbul;Sarıyer;Zekeriyaköy Mahallesi
Konut;105 m²;125 m²;3+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Evet;2;9.000.000;İstanbul;Esenler;15 Temmuz Mahallesi
Konut;100 m²;125 m²;3+1;0 (Yeni);5;Merkezi (Pay Ölçer);Boş;Evet;2;8.000.000;İstanbul;Esenler;15 Temmuz Mahallesi
Konut;119 m²;131 m²;3+1;5-10;5;Merkezi (Pay Ölçer);Boş;Evet;2;7.850.000;İstanbul;Çekmeköy;Alemdağ Mahallesi
Konut;80 m²;90 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;4.595.000;İstanbul;Ümraniye;Aşağı Dudullu Mahallesi
Konut;50 m²;60 m²;1 Oda;16-20;5;Isıtma Yok;Kiracı Oturuyor;Hayır;1;250.000;İstanbul;Gaziosmanpaşa;Yıldıztabya Mahallesi
Konut;90 m²;100 m²;2+1;5-10;25;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Evet;2;8.230.000;İstanbul;Bağcılar;Merkez Mahallesi
Konut;120 m²;140 m²;3+1;5-10;8;Merkezi (Pay Ölçer);Kiracı Oturuyor;Evet;2;3.750.000;İstanbul;Silivri;Yeni Mahallesi
Konut;95 m²;100 m²;2+1;21 Ve Üzeri;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;2.350.000;İstanbul;Bahçelievler;Zafer Mahallesi
Konut;61 m²;74 m²;2+1;2;10;Merkezi (Pay Ölçer);Mülk Sahibi Oturuyor;Evet;1;3.500.000;İstanbul;Silivri;Mimar Sinan Mahallesi
Konut;90 m²;105 m²;2+1;11-15;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.500.000;İstanbul;Bahçelievler;Cumhuriyet Mahallesi
Konut;37 m²;55 m²;1+1;2;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;2.800.000;İstanbul;Maltepe;Girne Mahallesi
Konut;120 m²;140 m²;3+1;16-20;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;4.100.000;İstanbul;Maltepe;Fındıklı Mahallesi
Konut;92 m²;135 m²;2+1;4;17;Merkezi (Pay Ölçer);Mülk Sahibi Oturuyor;Evet;2;7.100.000;İstanbul;Başakşehir;Başakşehir Mahallesi
Konut;90 m²;100 m²;2+1;21 Ve Üzeri;4;Kombi Doğalgaz;Boş;Hayır;1;2.650.000;İstanbul;Avcılar;Cihangir Mahallesi
Konut;75 m²;85 m²;2+1;21 Ve Üzeri;7;Kat Kaloriferi;Boş;Hayır;1;1.595.000;İstanbul;Küçükçekmece;Cumhuriyet Mahallesi
Konut;110 m²;145 m²;2+1;2;8;Merkezi (Pay Ölçer);Boş;Evet;2;4.890.000;İstanbul;Avcılar;Firuzköy Mahallesi
Konut;118 m²;128 m²;3+1;2;11;Merkezi Doğalgaz;Mülk Sahibi Oturuyor;Evet;2;7.650.000;İstanbul;Gaziosmanpaşa;Bağlarbaşı Mahallesi
Konut;145 m²;185 m²;3+1;5-10;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;28.000.000;İstanbul;Üsküdar;Acıbadem Mahallesi
Konut;65 m²;85 m²;1+1;5-10;10;Merkezi (Pay Ölçer);Boş;Evet;1;8.600.000;İstanbul;Sarıyer;Maslak Mahallesi
Konut;65 m²;80 m²;1+1;5-10;30;Merkezi (Pay Ölçer);Kiracı Oturuyor;Hayır;1;8.500.000;İstanbul;Sarıyer;Maslak Mahallesi
Konut;65 m²;86 m²;1+1;5-10;20;Merkezi (Pay Ölçer);Boş;Hayır;1;10.450.000;İstanbul;Sarıyer;Maslak Mahallesi
Konut;100 m²;105 m²;2+1;21 Ve Üzeri;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;1.950.000;İstanbul;Silivri;Alibey Mahallesi
Konut;170 m²;180 m²;5+1;16-20;4;Kombi Doğalgaz;Boş;Hayır;3;11.750.000;İstanbul;Üsküdar;Bulgurlu Mahallesi
Konut;100 m²;110 m²;2+1;2;5;Kombi Doğalgaz;Boş;Hayır;2;979.000;İstanbul;Esenyurt;Yeşilkent Mahallesi
Konut;100 m²;110 m²;2+1;3;5;Kombi Doğalgaz;Boş;Hayır;1;2.110.000;İstanbul;Esenyurt;Talatpaşa Mahallesi
Konut;100 m²;105 m²;2+1;3;5;Kombi Doğalgaz;Boş;Hayır;1;999.000;İstanbul;Esenyurt;İstiklal Mahallesi
Konut;100 m²;110 m²;2+1;2;5;Kombi Doğalgaz;Boş;Hayır;2;1.275.000;İstanbul;Esenyurt;Yenikent Mahallesi
Konut;100 m²;110 m²;2+1;2;5;Kombi Doğalgaz;Boş;Hayır;1;1.548.000;İstanbul;Esenyurt;Ardıçlı Mahallesi
Konut;105 m²;115 m²;2+1;2;6;Kombi Doğalgaz;Boş;Hayır;1;1.625.000;İstanbul;Esenyurt;Yeşilkent Mahallesi
Konut;100 m²;110 m²;2+1;2;5;Kombi Doğalgaz;Boş;Hayır;1;985.000;İstanbul;Esenyurt;Örnek Mahallesi
Konut;105 m²;120 m²;4+1;2;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;2.994.000;İstanbul;Sultanbeyli;Orhangazi Mahallesi
Konut;135 m²;145 m²;3+2;3;6;Kombi Doğalgaz;Boş;Hayır;1;2.890.000;İstanbul;Esenyurt;Mehterçeşme Mahallesi
Konut;180 m²;200 m²;4+2;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;4.250.000;İstanbul;Beylikdüzü;Yakuplu Mahallesi
Konut;85 m²;95 m²;2+1;2;4;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;2;3.990.000;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;110 m²;125 m²;3+1;5-10;8;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;5.090.000;İstanbul;Pendik;Sülüntepe Mahallesi
Konut;70 m²;85 m²;2+1;0 (Yeni);9;Kombi Doğalgaz;Boş;Hayır;1;4.600.000;İstanbul;Pendik;Yayalar Mahallesi
Konut;120 m²;135 m²;3+1;11-15;8;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;4.625.000;İstanbul;Pendik;Sülüntepe Mahallesi
Konut;65 m²;70 m²;1+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;2.899.000;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;115 m²;125 m²;2+1;5-10;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;2;11.000.000;İstanbul;Sarıyer;Zekeriyaköy Mahallesi
Konut;89 m²;100 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;2.899.000;İstanbul;Beylikdüzü;Yakuplu Mahallesi
Konut;112 m²;140 m²;2+1;5-10;4;Merkezi (Pay Ölçer);Boş;Evet;2;16.500.000;İstanbul;Sarıyer;Zekeriyaköy Mahallesi
Konut;85 m²;100 m²;1+1;5-10;5;Merkezi (Pay Ölçer);Kiracı Oturuyor;Hayır;1;9.750.000;İstanbul;Sarıyer;Zekeriyaköy Mahallesi
Konut;200 m²;220 m²;4+2;4;4;Kombi Doğalgaz;Boş;Hayır;2;4.950.000;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;100 m²;110 m²;2+1;3;5;Kombi Doğalgaz;Boş;Hayır;2;1.875.000;İstanbul;Esenyurt;Talatpaşa Mahallesi
Konut;75 m²;90 m²;2+1;3;9;Merkezi (Pay Ölçer);Mülk Sahibi Oturuyor;Hayır;1;4.770.000;İstanbul;Pendik;Çınardere Mahallesi
Konut;70 m²;85 m²;2+1;11-15;6;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;2.975.000;İstanbul;Pendik;Dumlupınar Mahallesi
Konut;180 m²;200 m²;4+1;0 (Yeni);6;Kombi Doğalgaz;Boş;Hayır;2;14.000.000;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;70 m²;85 m²;2+1;3;9;Kombi Doğalgaz;Kiracı Oturuyor;Evet;1;3.750.000;İstanbul;Pendik;Sülüntepe Mahallesi
Konut;115 m²;130 m²;3+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.625.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;100 m²;110 m²;2+1;5-10;13;Kombi Doğalgaz;Boş;Hayır;1;2.575.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;70 m²;90 m²;2+1;0 (Yeni);4;Yerden Isıtma;Boş;Hayır;1;1.790.000;İstanbul;Beylikdüzü;Yakuplu Mahallesi
Konut;115 m²;130 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.495.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;100 m²;110 m²;2+1;4;10;Kombi Doğalgaz;Boş;Hayır;1;3.299.000;İstanbul;Esenyurt;Güzelyurt Mahallesi
Konut;105 m²;115 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.295.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
